,source,target,source_id,target_id
654,Hostage Taking (Barricade Incident),Business,5,11
655,Bombing/Explosion,Government (General),7,14
656,Hostage Taking (Kidnapping),Business,2,11
657,Assassination,Government (General),0,14
658,Assassination,Government (General),0,14
659,Armed Assault,Private Citizens & Property,1,16
660,Hostage Taking (Kidnapping),Unknown,2,3
661,Hostage Taking (Kidnapping),Unknown,2,27
662,Armed Assault,Private Citizens & Property,1,16
663,Armed Assault,Journalists & Media,1,18
664,Bombing/Explosion,Military,7,13
665,Bombing/Explosion,Business,7,11
666,Bombing/Explosion,Business,7,11
667,Bombing/Explosion,Business,7,11
668,Assassination,Business,0,11
669,Bombing/Explosion,Government (General),7,14
670,Bombing/Explosion,Government (General),7,14
671,Bombing/Explosion,Government (General),7,14
672,Bombing/Explosion,Business,7,11
673,Bombing/Explosion,Airports & Aircraft,7,15
674,Bombing/Explosion,Business,7,11
675,Bombing/Explosion,Government (General),7,14
676,Bombing/Explosion,Business,7,11
677,Armed Assault,Private Citizens & Property,1,16
678,Armed Assault,Business,1,11
679,Assassination,Military,0,13
680,Hostage Taking (Barricade Incident),Business,5,11
681,Armed Assault,Business,1,11
682,Hostage Taking (Barricade Incident),Government (Diplomatic),5,12
683,Hostage Taking (Barricade Incident),Journalists & Media,5,18
684,Hostage Taking (Barricade Incident),Journalists & Media,5,18
685,Assassination,Government (General),0,14
686,Armed Assault,Military,1,13
687,Bombing/Explosion,Business,7,11
688,Bombing/Explosion,Utilities,7,19
689,Hostage Taking (Kidnapping),Business,2,11
690,Assassination,Journalists & Media,0,18
691,Hostage Taking (Kidnapping),Business,2,11
692,Armed Assault,Business,1,11
693,Bombing/Explosion,Business,7,11
694,Bombing/Explosion,Educational Institution,7,10
695,Hostage Taking (Kidnapping),Journalists & Media,2,18
696,Armed Assault,Police,1,9
697,Armed Assault,Private Citizens & Property,1,16
698,Bombing/Explosion,Government (General),7,14
699,Assassination,Government (General),0,14
700,Assassination,Private Citizens & Property,0,16
701,Bombing/Explosion,Private Citizens & Property,7,16
702,Bombing/Explosion,Government (General),7,14
703,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
704,Bombing/Explosion,Telecommunication,7,17
705,Assassination,Government (General),0,14
706,Bombing/Explosion,Religious Figures/Institutions,7,23
707,Assassination,Private Citizens & Property,0,16
708,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
709,Hostage Taking (Kidnapping),Business,2,11
710,Hostage Taking (Kidnapping),Journalists & Media,2,18
711,Hostage Taking (Kidnapping),Business,2,11
712,Armed Assault,Government (General),1,14
713,Assassination,Terrorists/Non-State Militia,0,25
714,Bombing/Explosion,Business,7,11
715,Bombing/Explosion,Business,7,11
716,Bombing/Explosion,Business,7,11
717,Bombing/Explosion,Business,7,11
718,Bombing/Explosion,Business,7,11
719,Armed Assault,Military,1,13
720,Assassination,Police,0,9
721,Assassination,Government (General),0,14
722,Hostage Taking (Kidnapping),Government (Diplomatic),2,12
723,Armed Assault,Transportation,1,22
724,Armed Assault,Transportation,1,22
725,Armed Assault,Business,1,11
726,Assassination,Business,0,11
727,Assassination,Business,0,11
728,Armed Assault,Business,1,11
729,Armed Assault,Business,1,11
730,Assassination,Private Citizens & Property,0,16
731,Facility/Infrastructure Attack,Utilities,6,19
732,Hostage Taking (Kidnapping),Business,2,11
733,Assassination,Government (General),0,14
734,Unknown,Private Citizens & Property,3,16
735,Unknown,Private Citizens & Property,27,16
736,Bombing/Explosion,Private Citizens & Property,7,16
737,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
738,Hostage Taking (Kidnapping),Business,2,11
739,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
740,Unknown,Government (General),3,14
741,Unknown,Government (General),27,14
742,Assassination,Government (General),0,14
743,Bombing/Explosion,Government (General),7,14
744,Bombing/Explosion,Journalists & Media,7,18
745,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
746,Unknown,Journalists & Media,3,18
747,Unknown,Journalists & Media,27,18
748,Bombing/Explosion,Private Citizens & Property,7,16
749,Bombing/Explosion,Government (General),7,14
750,Bombing/Explosion,Military,7,13
751,Assassination,Government (General),0,14
752,Bombing/Explosion,Government (General),7,14
753,Assassination,Military,0,13
754,Unknown,Government (Diplomatic),3,12
755,Unknown,Government (Diplomatic),27,12
756,Armed Assault,Educational Institution,1,10
757,Bombing/Explosion,Government (Diplomatic),7,12
758,Hostage Taking (Kidnapping),Business,2,11
759,Armed Assault,Government (Diplomatic),1,12
760,Hostage Taking (Kidnapping),Business,2,11
761,Hostage Taking (Kidnapping),Police,2,9
762,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
763,Hostage Taking (Kidnapping),Government (General),2,14
764,Unknown,Journalists & Media,3,18
765,Unknown,Journalists & Media,27,18
766,Unknown,Religious Figures/Institutions,3,23
767,Unknown,Religious Figures/Institutions,27,23
768,Bombing/Explosion,Educational Institution,7,10
769,Hostage Taking (Kidnapping),Journalists & Media,2,18
770,Unknown,Police,3,9
771,Unknown,Police,27,9
772,Armed Assault,Private Citizens & Property,1,16
773,Unknown,Journalists & Media,3,18
774,Unknown,Journalists & Media,27,18
775,Hostage Taking (Kidnapping),Government (General),2,14
776,Unknown,Private Citizens & Property,3,16
777,Unknown,Private Citizens & Property,27,16
778,Hostage Taking (Kidnapping),Journalists & Media,2,18
779,Bombing/Explosion,Military,7,13
780,Armed Assault,Military,1,13
781,Armed Assault,Transportation,1,22
782,Facility/Infrastructure Attack,Utilities,6,19
783,Assassination,Government (General),0,14
784,Bombing/Explosion,Military,7,13
785,Hostage Taking (Kidnapping),Business,2,11
786,Hostage Taking (Barricade Incident),Journalists & Media,5,18
787,Bombing/Explosion,Military,7,13
788,Unknown,Business,3,11
789,Unknown,Business,27,11
790,Bombing/Explosion,Private Citizens & Property,7,16
791,Bombing/Explosion,Government (General),7,14
792,Armed Assault,Private Citizens & Property,1,16
793,Bombing/Explosion,Business,7,11
794,Armed Assault,Military,1,13
795,Bombing/Explosion,Private Citizens & Property,7,16
796,Armed Assault,Private Citizens & Property,1,16
797,Unknown,Private Citizens & Property,3,16
798,Unknown,Private Citizens & Property,27,16
799,Unknown,Private Citizens & Property,3,16
800,Unknown,Private Citizens & Property,27,16
801,Armed Assault,Military,1,13
802,Bombing/Explosion,Business,7,11
803,Bombing/Explosion,Business,7,11
804,Armed Assault,Religious Figures/Institutions,1,23
805,Armed Assault,Private Citizens & Property,1,16
806,Hostage Taking (Barricade Incident),Business,5,11
807,Assassination,Business,0,11
808,Unknown,Business,3,11
809,Unknown,Business,27,11
810,Hostage Taking (Kidnapping),Business,2,11
811,Bombing/Explosion,Business,7,11
812,Bombing/Explosion,Business,7,11
813,Bombing/Explosion,Government (General),7,14
814,Unknown,Military,3,13
815,Unknown,Military,27,13
816,Unknown,Military,3,13
817,Unknown,Military,27,13
818,Hostage Taking (Kidnapping),Journalists & Media,2,18
819,Hostage Taking (Kidnapping),Business,2,11
820,Bombing/Explosion,Private Citizens & Property,7,16
821,Bombing/Explosion,Government (Diplomatic),7,12
822,Bombing/Explosion,Government (Diplomatic),7,12
823,Unknown,Educational Institution,3,10
824,Unknown,Educational Institution,27,10
825,Hostage Taking (Kidnapping),Transportation,2,22
826,Assassination,Private Citizens & Property,0,16
827,Hostage Taking (Kidnapping),Transportation,2,22
828,Assassination,Private Citizens & Property,0,16
829,Unknown,Journalists & Media,3,18
830,Unknown,Journalists & Media,27,18
831,Unknown,Journalists & Media,3,18
832,Unknown,Journalists & Media,27,18
833,Unknown,Journalists & Media,3,18
834,Unknown,Journalists & Media,27,18
835,Unknown,Business,3,11
836,Unknown,Business,27,11
837,Hostage Taking (Kidnapping),Government (Diplomatic),2,12
838,Assassination,Government (General),0,14
839,Unknown,Business,3,11
840,Unknown,Business,27,11
841,Assassination,Private Citizens & Property,0,16
842,Bombing/Explosion,Business,7,11
843,Bombing/Explosion,Business,7,11
844,Bombing/Explosion,Business,7,11
845,Bombing/Explosion,Business,7,11
846,Bombing/Explosion,Government (General),7,14
847,Unknown,Military,3,13
848,Unknown,Military,27,13
849,Bombing/Explosion,Transportation,7,22
850,Assassination,Journalists & Media,0,18
851,Hostage Taking (Barricade Incident),Journalists & Media,5,18
852,Armed Assault,Police,1,9
853,Assassination,Private Citizens & Property,0,16
854,Bombing/Explosion,Private Citizens & Property,7,16
855,Unknown,Private Citizens & Property,3,16
856,Unknown,Private Citizens & Property,27,16
857,Bombing/Explosion,Government (General),7,14
858,Assassination,Private Citizens & Property,0,16
859,Bombing/Explosion,Journalists & Media,7,18
860,Assassination,Government (Diplomatic),0,12
861,Armed Assault,Police,1,9
862,Hostage Taking (Barricade Incident),Airports & Aircraft,5,15
863,Bombing/Explosion,Government (General),7,14
864,Hostage Taking (Barricade Incident),Private Citizens & Property,5,16
865,Facility/Infrastructure Attack,Private Citizens & Property,6,16
866,Bombing/Explosion,Government (Diplomatic),7,12
867,Unknown,Military,3,13
868,Unknown,Military,27,13
869,Armed Assault,Transportation,1,22
870,Assassination,Journalists & Media,0,18
871,Bombing/Explosion,Police,7,9
872,Hostage Taking (Barricade Incident),Educational Institution,5,10
873,Bombing/Explosion,Business,7,11
874,Bombing/Explosion,Business,7,11
875,Assassination,Educational Institution,0,10
876,Armed Assault,Police,1,9
877,Unknown,Transportation,3,22
878,Unknown,Transportation,27,22
879,Bombing/Explosion,Business,7,11
880,Unknown,Police,3,9
881,Unknown,Police,27,9
882,Unknown,Private Citizens & Property,3,16
883,Unknown,Private Citizens & Property,27,16
884,Bombing/Explosion,Business,7,11
885,Bombing/Explosion,Private Citizens & Property,7,16
886,Unknown,Business,3,11
887,Unknown,Business,27,11
888,Hostage Taking (Kidnapping),Business,2,11
889,Bombing/Explosion,Military,7,13
890,Assassination,Government (General),0,14
891,Hostage Taking (Kidnapping),Government (Diplomatic),2,12
892,Assassination,Business,0,11
893,Bombing/Explosion,Government (General),7,14
894,Hostage Taking (Kidnapping),Government (General),2,14
895,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
896,Bombing/Explosion,Private Citizens & Property,7,16
897,Bombing/Explosion,Journalists & Media,7,18
898,Bombing/Explosion,Government (General),7,14
899,Bombing/Explosion,Business,7,11
900,Hostage Taking (Kidnapping),Business,2,11
901,Assassination,Government (General),0,14
902,Unknown,Private Citizens & Property,3,16
903,Unknown,Private Citizens & Property,27,16
904,Assassination,Government (General),0,14
905,Assassination,Private Citizens & Property,0,16
906,Assassination,Police,0,9
907,Assassination,Private Citizens & Property,0,16
908,Bombing/Explosion,Business,7,11
909,Bombing/Explosion,Journalists & Media,7,18
910,Armed Assault,Police,1,9
911,Bombing/Explosion,Transportation,7,22
912,Assassination,Government (General),0,14
913,Facility/Infrastructure Attack,Journalists & Media,6,18
914,Armed Assault,Government (General),1,14
915,Assassination,Government (General),0,14
916,Hostage Taking (Kidnapping),Business,2,11
917,Bombing/Explosion,Private Citizens & Property,7,16
918,Bombing/Explosion,Business,7,11
919,Bombing/Explosion,Government (General),7,14
920,Assassination,Police,0,9
921,Assassination,Police,0,9
922,Armed Assault,Business,1,11
923,Bombing/Explosion,Journalists & Media,7,18
924,Armed Assault,Private Citizens & Property,1,16
925,Bombing/Explosion,Business,7,11
926,Bombing/Explosion,Business,7,11
927,Armed Assault,Police,1,9
928,Hostage Taking (Kidnapping),Business,2,11
929,Assassination,Private Citizens & Property,0,16
930,Armed Assault,Military,1,13
931,Bombing/Explosion,Business,7,11
932,Assassination,Journalists & Media,0,18
933,Armed Assault,Police,1,9
934,Armed Assault,Military,1,13
935,Armed Assault,Military,1,13
936,Armed Assault,Military,1,13
937,Hostage Taking (Kidnapping),Business,2,11
938,Facility/Infrastructure Attack,Transportation,6,22
939,Facility/Infrastructure Attack,Transportation,6,22
940,Facility/Infrastructure Attack,Transportation,6,22
941,Facility/Infrastructure Attack,Transportation,6,22
942,Bombing/Explosion,Police,7,9
943,Bombing/Explosion,Business,7,11
944,Armed Assault,Police,1,9
945,Assassination,Journalists & Media,0,18
946,Armed Assault,Transportation,1,22
947,Bombing/Explosion,Business,7,11
948,Armed Assault,Transportation,1,22
949,Armed Assault,Private Citizens & Property,1,16
950,Bombing/Explosion,Government (General),7,14
951,Assassination,Educational Institution,0,10
952,Bombing/Explosion,Private Citizens & Property,7,16
953,Assassination,Police,0,9
954,Assassination,Government (General),0,14
955,Assassination,Government (General),0,14
956,Bombing/Explosion,Police,7,9
957,Hostage Taking (Kidnapping),Police,2,9
958,Bombing/Explosion,Educational Institution,7,10
959,Unknown,Transportation,3,22
960,Unknown,Transportation,27,22
961,Assassination,Government (General),0,14
962,Assassination,Private Citizens & Property,0,16
963,Unknown,Business,3,11
964,Unknown,Business,27,11
965,Hostage Taking (Kidnapping),Business,2,11
966,Assassination,Business,0,11
967,Assassination,Business,0,11
968,Hostage Taking (Barricade Incident),Educational Institution,5,10
969,Hostage Taking (Barricade Incident),Educational Institution,5,10
970,Unknown,Business,3,11
971,Unknown,Business,27,11
972,Bombing/Explosion,Government (General),7,14
973,Hostage Taking (Kidnapping),Business,2,11
974,Assassination,Government (General),0,14
975,Hostage Taking (Barricade Incident),Government (General),5,14
976,Armed Assault,Journalists & Media,1,18
977,Armed Assault,Business,1,11
978,Armed Assault,Private Citizens & Property,1,16
979,Hostage Taking (Barricade Incident),Journalists & Media,5,18
980,Bombing/Explosion,Military,7,13
981,Bombing/Explosion,Educational Institution,7,10
982,Bombing/Explosion,Government (Diplomatic),7,12
983,Bombing/Explosion,Government (Diplomatic),7,12
984,Hostage Taking (Barricade Incident),Telecommunication,5,17
985,Bombing/Explosion,Government (General),7,14
986,Bombing/Explosion,Government (Diplomatic),7,12
987,Bombing/Explosion,Private Citizens & Property,7,16
988,Bombing/Explosion,Private Citizens & Property,7,16
989,Bombing/Explosion,Private Citizens & Property,7,16
990,Bombing/Explosion,Private Citizens & Property,7,16
991,Bombing/Explosion,Government (General),7,14
992,Bombing/Explosion,Business,7,11
993,Bombing/Explosion,Business,7,11
994,Bombing/Explosion,Military,7,13
995,Bombing/Explosion,Military,7,13
996,Assassination,Government (General),0,14
997,Assassination,Government (General),0,14
998,Bombing/Explosion,Government (General),7,14
999,Hostage Taking (Kidnapping),Military,2,13
1000,Armed Assault,Police,1,9
1001,Assassination,Government (General),0,14
1002,Bombing/Explosion,Military,7,13
1003,Assassination,Government (General),0,14
1004,Assassination,Business,0,11
1005,Bombing/Explosion,Government (General),7,14
1006,Armed Assault,Police,1,9
1007,Armed Assault,Private Citizens & Property,1,16
1008,Bombing/Explosion,Military,7,13
1009,Armed Assault,Business,1,11
1010,Hostage Taking (Kidnapping),Government (General),2,14
1011,Hostage Taking (Barricade Incident),Private Citizens & Property,5,16
1012,Armed Assault,Police,1,9
1013,Armed Assault,Private Citizens & Property,1,16
1014,Assassination,Government (General),0,14
1015,Assassination,Business,0,11
1016,Armed Assault,Private Citizens & Property,1,16
1017,Armed Assault,Business,1,11
1018,Armed Assault,Police,1,9
1019,Armed Assault,Military,1,13
1020,Armed Assault,Police,1,9
1021,Armed Assault,Private Citizens & Property,1,16
1022,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
1023,Unknown,Military,3,13
1024,Unknown,Military,27,13
1025,Hostage Taking (Kidnapping),Government (General),2,14
1026,Bombing/Explosion,Journalists & Media,7,18
1027,Armed Assault,Unknown,1,3
1028,Armed Assault,Unknown,1,27
1029,Unknown,Military,3,13
1030,Unknown,Military,27,13
1031,Hostage Taking (Barricade Incident),Business,5,11
1032,Bombing/Explosion,Educational Institution,7,10
