registrar,4
chicken,4
hora,4
transport),4
michael,4
betancur,4
maya,4
egyptian,4
edilberto,4
men's,4
"police,",4
"flores,",4
teodoro,4
"shop,",4
pinochet,4
"cucuta,",4
experimental,4
barrantes,4
thomas,4
blancas,4
"policeman,",4
saul,4
tolima,4
cisneros,4
carmona,4
alleged,4
gallego,4
"civilians,",4
leonor,4
avelino,4
tribal,4
gymnasium,4
roger,4
driving,4
merino,4
"barracks,",4
centromin,4
ocros,4
rico,4
conference,4
"line,",4
yarrow,4
sanitary,4
london,4
asis,4
guyana,4
connected,4
elmer,4
roa,4
healthcare,4
dance,4
night,4
industries,4
vidal,4
sabana,4
"toro,",4
martha,4
aguirre,4
dabeiba,4
weapons,4
employment,4
amalfi,4
mechanical,4
sub,4
cargo,4
prosecutor's,4
activist,4
"arce,",4
wholesale,4
efren,4
while,4
"mejia,",4
"yanez,",4
"rancher,",4
romulo,4
pacifico,4
travel,4
marcelo,4
female,4
"member,",4
madrid,4
caqueta,4
"employee,",4
sais,4
"perez,",4
tension),4
"candidate,",4
patrol:,4
"escobar,",4
cuesta,4
district),4
authority,4
barrios,4
gaviria,4
station),4
internal,4
andean,4
pampa,4
franciscan,4
monroy,4
bernando,4
jhon,4
"zambrano,",4
dredge,4
lab,4
jiron,4
cecilia,4
computer,4
coordinator,4
transandean,4
",",4
hilario,4
(high,4
acting,4
100,4
haya,4
recently,4
rr,4
"chief,",4
conserv.,4
noe,4
credito,4
wagon,4
exploration,4
route,4
"tower,",4
believed,4
grocery,4
commander:,4
enterprises,4
g.,4
pineda,4
"bustamente,",4
wounded,4
supplying,4
doncello,4
april,4
nurse,4
"pylon,",4
tribuna,4
pro-apra,4
guajira,4
ceremony,4
itagui,4
cni,4
11,4
marketplace,4
"""el",4
associates,4
zambrano,4
drinking,4
nacion,4
placed,4
inc.,4
penitentiary,4
20-30,4
center),4
memorial,4
"unknown,",4
casino,4
avila,4
salcedo,4
places,4
rosales,4
alan,4
augustin,4
fourth,4
"janeiro,",4
minibus,4
"londono,",4
(apra),4
churches,4
guayaquil,4
3d,4
coast,4
abel,4
arango,4
fast,4
bicentenario,4
players,4
crosswalk,4
pulido,4
cuban,4
polling,4
independencia,4
edmundo,4
james,4
monterrey,4
olivos,4
transmitters,4
salvadoran,4
govenor,4
salvano,4
sebastian,4
linking,4
villanueva,4
corporal:,4
(owned,4
hurtado,4
24th,4
costa,4
governor:,4
lleras,4
e,4
administration,4
fake,4
zamora,4
economics,4
tito,4
"women,",4
magazine,4
norman,4
mesa,4
charles,4
detonated,4
huayllay,4
pumping,4
prieto,4
barrientos,4
higher,4
exito,4
secondary,4
tankers,4
engine,4
towns,4
avianca,4
benito,4
angarita,4
asdrubal,4
tovar,4
miners,4
"ayala,",4
"castaneda,",4
jurado,4
care,4
corps,4
services,4
tractors,4
machines,4
contract,4
transmitter,4
agrario,4
gen,4
sons,4
active,4
voltage,4
investigating,4
abilio,4
secretariat,4
silvio,4
monterrico,4
cardenas,4
zuniga,4
benavides,4
franco,4
occidental,4
(government,4
huamani,4
prefect,4
"rivera,",4
figueroa,4
mcdonalds,4
camino,4
center*,4
sentry,4
environmental,4
squatters,4
banker,4
dist.,4
campesinos,4
saenz,4
tocache,4
planning,4
),4
alegre,4
"quito,",4
sur,4
ariel,4
providencia,4
plain,4
campos,4
class,4
attending,4
blocks,4
arnulfo,4
killed,4
vessel,4
drummond,3
"guayaquil,",3
brigadier,3
cameras,3
legislator,3
andajes,3
"franco,",3
protestant,3
canales,3
diario,3
sixth,3
monsalve,3
(name,3
bustamente,3
constantino,3
minas,3
wing,3
chupan,3
transmilenio,3
patino,3
bookstore,3
tantamayo,3
(popular,3
arms,3
co.),3
superintendency,3
township,3
marines,3
china,3
marcelino,3
"hurtado,",3
cementos,3
"diaz,",3
lo,3
maximo,3
hans,3
scientist,3
linguistic,3
rolando,3
varela,3
virgilio,3
vilchez,3
oswaldo,3
jamie,3
another,3
usis,3
urenda,3
large,3
arevalo,3
"peru,",3
onda,3
dionisio,3
peru's,3
gentil,3
sisters,3
our,3
lara,3
register,3
esperanza,3
do,3
cobre,3
lina,3
ground,3
chase,3
diana,3
marketing,3
fortunato,3
paul,3
yesid,3
tombs,3
"lima,",3
owners,3
operating,3
aviation,3
olaya,3
ecuadorian,3
montanita,3
ecopetrol-owned,3
isidoro,3
cuellar,3
tribunal,3
heroes,3
"guevara,",3
portion,3
electro,3
change,3
connecting,3
bolivian-american,3
hidalgo,3
embera,3
battle,3
school),3
cables,3
prada,3
berrio,3
world,3
body,3
alderman,3
bureau,3
upon,3
patriotic,3
guardo,3
moises,3
nestle,3
bermudez,3
58th,3
benitez,3
elite,3
sedano,3
cooperation,3
its,3
helena,3
billiard,3
anthony,3
diez,3
apt.,3
teniente,3
ocampo,3
country,3
host,3
informers,3
"district,",3
anton,3
"teacher,",3
"soto,",3
carranza,3
pachacutec,3
socialist,3
anibal,3
crowded,3
andes,3
town's,3
technician,3
left-wing,3
burgos,3
senior,3
lino,3
arnaldo,3
modelo,3
americo,3
alba,3
infrastructure,3
"48,",3
wheeler,3
reina,3
"co.,",3
"rueda,",3
"intersection,",3
limón,3
mil.,3
lucio,3
cayetano,3
bernabe,3
priests,3
ralph,3
hdqtrs.,3
machado,3
bldgs,3
agraria,3
trasandino,3
post),3
frg,3
celso,3
aucayacu,3
close,3
sciences,3
ray,3
line),3
xerox,3
plantations,3
gallon,3
gregorio,3
emos,3
official),3
registration,3
canarias,3
"deputy,",3
cisterna,3
sen.,3
dagua,3
turbay,3
ministry),3
garden,3
medicine,3
porfirio,3
bedoya,3
incident.,3
"quiroga,",3
subdirector,3
colorado,3
anori,3
coveñas,3
dc-9,3
roldan,3
allegedly,3
carol,3
garces,3
access,3
ussr,3
bauxite,3
no,3
palmira,3
clarin,3
"""la",3
pajarito,3
cgt,3
22,3
bucaramanga-pie,3
wilmer,3
occupied,3
nicanor,3
radar,3
"helicopter,",3
"cano,",3
intercity,3
(indians),3
staion,3
sgt.,3
agua,3
waterworks,3
chorrillos,3
sec.,3
plant),3
chilectra,3
military),3
mcdonald's,3
condor,3
todd,3
arequipa,3
least,3
bucaram,3
missionaries,3
"ruiz,",3
univ,3
barranquilla,3
unk),3
leopoldo,3
a.,3
