,gname,country_txt
15348,Unknown,Colombia
15349,Unknown,Colombia
15350,Unknown,Colombia
15351,Unknown,Colombia
15352,Unknown,Colombia
15353,Unknown,Colombia
15354,Unknown,Colombia
15355,Unknown,Colombia
15356,Unknown,Colombia
15357,Unknown,Colombia
15358,Unknown,Colombia
15359,Unknown,Colombia
15360,Unknown,Colombia
15361,Unknown,Colombia
15362,National Liberation Army of Colombia (ELN),Colombia
15363,Unknown,Colombia
15364,Unknown,Colombia
15365,National Liberation Army of Colombia (ELN),Colombia
15366,Unknown,Colombia
15367,Unknown,Colombia
15368,Unknown,Colombia
15369,Shining Path (SL),Peru
15370,Unknown,Brazil
15371,Unknown,Colombia
15372,Unknown,Colombia
15373,Unknown,Colombia
15374,Shining Path (SL),Peru
15375,Unknown,Colombia
15376,Narco-Terrorists,Colombia
15377,Unknown,Colombia
15378,Unknown,Colombia
15379,Unknown,Colombia
15380,National Liberation Army of Colombia (ELN),Colombia
15381,Unknown,Colombia
15382,Unknown,Chile
15383,Unknown,Colombia
15384,Unknown,French Guiana
15385,Unknown,Colombia
15386,Revolutionary Armed Forces of Colombia (FARC),Colombia
15387,Revolutionary Armed Forces of Colombia (FARC),Colombia
15388,Unknown,Colombia
15389,Unknown,Colombia
15390,Ticuna Indian,Peru
15391,Unknown,Colombia
15392,Unknown,Colombia
15393,Unknown,Colombia
15394,Unknown,Colombia
15395,Unknown,Colombia
15396,Unknown,Colombia
15397,Unknown,Colombia
15398,Unknown,Colombia
15399,Unknown,Argentina
15400,Unknown,Argentina
15401,National Liberation Army of Colombia (ELN),Colombia
15402,National Liberation Army of Colombia (ELN),Colombia
15403,Revolutionary Armed Forces of Colombia (FARC),Colombia
15404,Peasant Self-Defense Group (ACCU),Colombia
15405,Unknown,Colombia
15406,National Liberation Army of Colombia (ELN),Colombia
15407,National Liberation Army of Colombia (ELN),Colombia
15408,National Liberation Army of Colombia (ELN),Colombia
15409,Revolutionary Armed Forces of Colombia (FARC),Colombia
15410,Unknown,Colombia
15411,Unknown,Colombia
15412,Unknown,Colombia
15413,Unknown,Colombia
15414,Unknown,Colombia
15415,Unknown,Colombia
15416,Unknown,Colombia
15417,Unknown,Colombia
15418,Unknown,Argentina
15419,Unknown,Argentina
15420,Unknown,Argentina
15421,Unknown,Argentina
15422,Unknown,Argentina
15423,Unknown,Argentina
15424,National Liberation Army of Colombia (ELN),Colombia
15425,Farmers,French Guiana
15426,National Liberation Army of Colombia (ELN),Colombia
15427,National Liberation Army of Colombia (ELN),Colombia
15428,Unknown,Colombia
15429,Unknown,Colombia
15430,Tupac Amaru Revolutionary Movement (MRTA),Peru
15431,Unknown,Colombia
15432,Revolutionary Armed Forces of Colombia (FARC),Colombia
15433,Revolutionary Armed Forces of Colombia (FARC),Colombia
15434,Unknown,Colombia
15435,Unknown,Colombia
15436,Unknown,Colombia
15437,Unknown,Colombia
15438,Unknown,Colombia
15439,Unknown,Colombia
15440,Manuel Rodriguez Patriotic Front (FPMR),Chile
15441,Paramilitaries,Colombia
15442,Unknown,Brazil
15443,Unknown,Colombia
15444,Unknown,Colombia
15445,Unknown,Colombia
15446,Unknown,Colombia
15447,Unknown,Colombia
15448,Paramilitaries,Colombia
15449,Paramilitaries,Colombia
15450,Revolutionary Armed Forces of Colombia (FARC),Colombia
15451,Farmers,Brazil
15452,Revolutionary Armed Forces of Colombia (FARC),Colombia
15453,Revolutionary Armed Forces of Colombia (FARC),Colombia
15454,Unknown,Colombia
15455,Revolutionary Armed Forces of Colombia (FARC),Colombia
15456,Farmers,Brazil
15457,Shining Path (SL),Peru
15458,Shining Path (SL),Peru
15459,Shining Path (SL),Peru
15460,Shining Path (SL),Peru
15461,Shining Path (SL),Peru
15462,Shining Path (SL),Peru
15463,Civil Servants and Unionists,Brazil
15464,Unknown,Colombia
15465,Unknown,Colombia
15466,Revolutionary Armed Forces of Colombia (FARC),Colombia
15467,Unknown,Argentina
15468,Unknown,Colombia
15469,National Liberation Army of Colombia (ELN),Colombia
15470,National Liberation Army of Colombia (ELN),Colombia
15471,Unknown,Colombia
15472,Unknown,Uruguay
15473,National Liberation Army of Colombia (ELN),Colombia
15474,Unknown,Colombia
15475,Unknown,Colombia
15476,Revolutionary Armed Forces of Colombia (FARC),Colombia
15477,Unknown,Colombia
15478,Shining Path (SL),Peru
15479,Unknown,Argentina
15480,Revolutionary Armed Forces of Colombia (FARC),Colombia
15481,Revolutionary Armed Forces of Colombia (FARC),Colombia
15482,Shining Path (SL),Peru
15483,National Liberation Army of Colombia (ELN),Venezuela
15484,Revolutionary Armed Forces of Colombia (FARC),Colombia
15485,Unknown,Colombia
15486,Revolutionary Armed Forces of Colombia (FARC),Venezuela
15487,Unknown,Colombia
15488,Unknown,Colombia
15489,Revolutionary Armed Forces of Colombia (FARC),Colombia
15490,Ashuar Tribe,Ecuador
15491,Unknown,Peru
15492,Death to Rustlers,Colombia
15493,Death to Rustlers,Colombia
15494,Death to Rustlers,Colombia
15495,Unknown,Colombia
15496,National Liberation Army of Colombia (ELN),Colombia
15497,Unknown,Chile
15498,Gunmen,Brazil
15499,Unknown,Colombia
15500,Unknown,Colombia
15501,Unknown,Colombia
15502,Unknown,Colombia
15503,Revolutionary Armed Forces of Colombia (FARC),Colombia
15504,National Liberation Army of Colombia (ELN),Colombia
15505,Revolutionary Armed Forces of Colombia (FARC),Colombia
15506,Unknown,Colombia
15507,Revolutionary Armed Forces of Colombia (FARC),Colombia
15508,Paramilitaries,Colombia
15509,Unknown,Colombia
15510,Unknown,Colombia
15511,Unknown,Venezuela
15512,Unknown,Colombia
15513,Revolutionary Armed Forces of Colombia (FARC),Colombia
15514,Revolutionary Armed Forces of Colombia (FARC),Colombia
15515,Revolutionary Armed Forces of Colombia (FARC),Colombia
15516,Unknown,Colombia
15517,Revolutionary Armed Forces of Colombia (FARC),Colombia
15518,Revolutionary Armed Forces of Colombia (FARC),Colombia
15519,Paramilitaries,Colombia
15520,National Liberation Army of Colombia (ELN),Colombia
15521,Unknown,Colombia
15522,Tupac Amaru Revolutionary Movement (MRTA),Peru
15523,Unknown,Colombia
15524,Unknown,Peru
15525,Unknown,Colombia
15526,National Liberation Army of Colombia (ELN),Colombia
15527,Unknown,Colombia
15528,Unknown,Colombia
15529,Unknown,Colombia
15530,Unknown,Colombia
15531,Unknown,Colombia
15532,National Liberation Army of Colombia (ELN),Colombia
15533,Unknown,Colombia
15534,Unknown,Colombia
15535,Unknown,Colombia
15536,Revolutionary Armed Forces of Colombia (FARC),Colombia
15537,Unknown,Colombia
15538,Unknown,Colombia
15539,Unknown,Colombia
15540,Unknown,Colombia
15541,Unknown,Colombia
15542,Unknown,Colombia
15543,Unknown,Colombia
15544,Unknown,Peru
15545,Unknown,Argentina
15546,Unknown,Colombia
15547,Unknown,Colombia
15548,Colombian Guerrillas,Venezuela
15549,Colombian Guerrillas,Venezuela
15550,Unknown,Peru
15551,Unknown,Colombia
15552,Unknown,Colombia
15553,Unknown,Colombia
15554,Paramilitaries,Colombia
15555,National Liberation Army of Colombia (ELN),Colombia
15556,Unknown,Peru
15557,Unknown,Peru
15558,Unknown,Venezuela
15559,National Liberation Army of Colombia (ELN),Colombia
15560,Unknown,Peru
15561,Unknown,Peru
15562,Colombian Guerrillas,Venezuela
15563,Peasant Self-Defense Group (ACCU),Colombia
15564,National Liberation Army of Colombia (ELN),Colombia
15565,National Liberation Army of Colombia (ELN),Venezuela
15566,Unknown,Colombia
15567,National Liberation Army of Colombia (ELN),Venezuela
15568,Revolutionary Armed Forces of Colombia (FARC),Colombia
15569,Revolutionary Armed Forces of Colombia (FARC),Colombia
15570,Unknown,Colombia
15571,Unknown,Uruguay
15572,Unknown,Colombia
15573,Unknown,Colombia
15574,Unknown,Colombia
15575,National Liberation Army of Colombia (ELN),Colombia
15576,Unknown,Venezuela
15577,Unknown,Venezuela
15578,Unknown,Suriname
15579,Unknown,Colombia
15580,Unknown,Colombia
15581,Unknown,Colombia
15582,Revolutionary Armed Forces of Colombia (FARC),Colombia
15583,Unknown,Paraguay
15584,Coca Farmers,Bolivia
15585,Coca Farmers,Bolivia
15586,Revolutionary Armed Forces of Colombia (FARC),Colombia
15587,Unknown,Colombia
15588,Unknown,Colombia
15589,Unknown,Colombia
15590,Unknown,Colombia
15591,Unknown,Colombia
15592,Revolutionary Armed Forces of Colombia (FARC),Colombia
15593,Pataxo Indians,Brazil
15594,Unknown,Colombia
15595,Separatists,French Guiana
15596,Unknown,Peru
15597,Unknown,Colombia
15598,Peasant Self-Defense Group (ACCU),Colombia
15599,Unknown,Colombia
15600,Unknown,Peru
15601,Paramilitaries,Colombia
15602,Unknown,Bolivia
15603,National Liberation Army of Colombia (ELN),Colombia
15604,Tupac Amaru Revolutionary Movement (MRTA),Colombia
15605,National Liberation Army of Colombia (ELN),Colombia
15606,Revolutionary Armed Forces of Colombia (FARC),Colombia
15607,Unknown,Colombia
15608,Unknown,Colombia
15609,Shining Path (SL),Peru
15610,Unknown,Venezuela
15611,Miners,Chile
15612,National Liberation Army of Colombia (ELN),Colombia
15613,Unknown,Peru
15614,Unknown,Colombia
15615,Unknown,Colombia
15616,Tupac Amaru Revolutionary Movement (MRTA),Peru
15617,Unknown,Colombia
15618,Shining Path (SL),Peru
15619,Unknown,Colombia
15620,Unknown,Colombia
15621,Unknown,Venezuela
15622,Unknown,Colombia
15623,Unknown,Colombia
15624,Unknown,Colombia
15625,Unknown,Colombia
15626,Popular Liberation Army (EPL),Colombia
15627,Unknown,Colombia
15628,Shining Path (SL),Peru
15629,Unknown,Colombia
15630,Unknown,Colombia
15631,Shining Path (SL),Peru
15632,Shining Path (SL),Peru
15633,Unknown,Colombia
15634,Unknown,Colombia
15635,National Liberation Army of Colombia (ELN),Colombia
15636,Unknown,Colombia
15637,Unknown,Colombia
15638,Unknown,Colombia
15639,Unknown,Colombia
15640,Unknown,Colombia
15641,Unknown,Peru
15642,Unknown,Peru
15643,Shining Path (SL),Peru
15644,Unknown,Chile
15645,Unknown,Colombia
15646,National Liberation Army of Colombia (ELN),Colombia
15647,Unknown,Peru
15648,National Liberation Army of Colombia (ELN),Colombia
15649,Unknown,Peru
15650,Paramilitaries,Colombia
15651,Unknown,Colombia
15652,Bandits,Ecuador
15653,Unknown,Colombia
15654,Unknown,Colombia
15655,Unknown,Colombia
15656,Unknown,Bolivia
15657,National Liberation Army of Colombia (ELN),Colombia
15658,Unknown,Colombia
15659,Unknown,Colombia
15660,Unknown,Colombia
15661,Unknown,Colombia
15662,Tupac Amaru Revolutionary Movement (MRTA),Peru
15663,Unknown,Argentina
15664,Revolutionary Armed Forces of Colombia (FARC),Colombia
15665,Revolutionary Armed Forces of Colombia (FARC),Colombia
15666,Unknown,Colombia
15667,Revolutionary Armed Forces of Colombia (FARC),Colombia
15668,Unknown,Colombia
15669,Revolutionary Armed Forces of Colombia (FARC),Colombia
15670,Revolutionary Armed Forces of Colombia (FARC),Colombia
15671,Revolutionary Armed Forces of Colombia (FARC),Colombia
15672,Revolutionary Armed Forces of Colombia (FARC),Colombia
15673,Unknown,Colombia
15674,Shining Path (SL),Peru
15675,National Liberation Army of Colombia (ELN),Colombia
15676,National Liberation Army of Colombia (ELN),Venezuela
15677,Revolutionary Armed Forces of Colombia (FARC),Colombia
15678,Unknown,Colombia
15679,Unknown,Colombia
15680,Unknown,Paraguay
15681,National Liberation Army of Colombia (ELN),Colombia
15682,National Liberation Army of Colombia (ELN),Colombia
15683,National Liberation Army of Colombia (ELN),Colombia
15684,National Liberation Army of Colombia (ELN),Colombia
15685,Unknown,Colombia
15686,Unknown,Colombia
15687,National Liberation Army of Colombia (ELN),Colombia
15688,Unknown,Colombia
15689,Unknown,Colombia
15690,Unknown,Colombia
15691,Unknown,Colombia
15692,Unknown,Paraguay
15693,Unknown,Colombia
15694,National Liberation Army of Colombia (ELN),Colombia
15695,Unknown,Venezuela
15696,Unknown,Colombia
15697,Unknown,Colombia
15698,Unknown,Colombia
15699,Unknown,Colombia
15700,Revolutionary Armed Forces of Colombia (FARC),Colombia
15701,Unknown,Colombia
15702,Unknown,Colombia
15703,Unknown,Colombia
15704,Unknown,Colombia
15705,Unknown,Colombia
15706,Unknown,Colombia
15707,Unknown,Colombia
15708,Unknown,Colombia
15709,Unknown,Colombia
15710,Unknown,Colombia
15711,Unknown,Brazil
15712,Unknown,Brazil
15713,Unknown,Brazil
15714,National Liberation Army of Colombia (ELN),Colombia
15715,Revolutionary Armed Forces of Colombia (FARC),Colombia
15716,Revolutionary Armed Forces of Colombia (FARC),Colombia
15717,National Liberation Army of Colombia (ELN),Colombia
15718,Unknown,Colombia
15719,Unknown,Colombia
15720,Unknown,Colombia
15721,Unknown,Colombia
15722,Unknown,Colombia
15723,Unknown,Colombia
15724,Unknown,Colombia
15725,Unknown,Colombia
15726,Unknown,Colombia
15727,Unknown,Colombia
15728,National Liberation Army of Colombia (ELN),Colombia
15729,National Liberation Army of Colombia (ELN),Colombia
15730,National Liberation Army of Colombia (ELN),Colombia
15731,Revolutionary Armed Forces of Colombia (FARC),Colombia
15732,Revolutionary Armed Forces of Colombia (FARC),Colombia
15733,Revolutionary Armed Forces of Colombia (FARC),Colombia
15734,Revolutionary Armed Forces of Colombia (FARC),Colombia
15735,Revolutionary Armed Forces of Colombia (FARC),Colombia
15736,Revolutionary Armed Forces of Colombia (FARC),Colombia
15737,Revolutionary Armed Forces of Colombia (FARC),Colombia
15738,Revolutionary Armed Forces of Colombia (FARC),Colombia
15739,Revolutionary Armed Forces of Colombia (FARC),Colombia
15740,Revolutionary Armed Forces of Colombia (FARC),Colombia
15741,Revolutionary Armed Forces of Colombia (FARC),Colombia
15742,Revolutionary Armed Forces of Colombia (FARC),Colombia
15743,Revolutionary Armed Forces of Colombia (FARC),Colombia
15744,Revolutionary Armed Forces of Colombia (FARC),Colombia
15745,Revolutionary Armed Forces of Colombia (FARC),Colombia
15746,Revolutionary Armed Forces of Colombia (FARC),Colombia
15747,Revolutionary Armed Forces of Colombia (FARC),Colombia
15748,Revolutionary Armed Forces of Colombia (FARC),Colombia
15749,Revolutionary Armed Forces of Colombia (FARC),Colombia
15750,Revolutionary Armed Forces of Colombia (FARC),Colombia
15751,Revolutionary Armed Forces of Colombia (FARC),Colombia
15752,Revolutionary Armed Forces of Colombia (FARC),Colombia
15753,Revolutionary Armed Forces of Colombia (FARC),Colombia
15754,Revolutionary Armed Forces of Colombia (FARC),Colombia
15755,Revolutionary Armed Forces of Colombia (FARC),Colombia
15756,Revolutionary Armed Forces of Colombia (FARC),Colombia
15757,Revolutionary Armed Forces of Colombia (FARC),Colombia
15758,National Liberation Army of Colombia (ELN),Colombia
15759,National Liberation Army of Colombia (ELN),Colombia
15760,National Liberation Army of Colombia (ELN),Colombia
15761,Shining Path (SL),Peru
15762,Unknown,Colombia
15763,National Liberation Army of Colombia (ELN),Colombia
15764,National Liberation Army of Colombia (ELN),Colombia
15765,Unknown,Colombia
15766,Unknown,Colombia
15767,National Liberation Army of Colombia (ELN),Colombia
15768,National Liberation Army of Colombia (ELN),Colombia
15769,Unknown,Colombia
15770,National Liberation Army of Colombia (ELN),Venezuela
15771,Unknown,Brazil
15772,Unknown,Colombia
15773,Unknown,Colombia
15774,Unknown,Colombia
15775,Unknown,Colombia
15776,Unknown,Colombia
15777,Unknown,Colombia
15778,Unknown,Colombia
15779,Unknown,Colombia
15780,Unknown,Colombia
15781,Unknown,Colombia
15782,Unknown,Colombia
15783,Unknown,Argentina
15784,National Liberation Army of Colombia (ELN),Colombia
15785,Unknown,Colombia
15786,Unknown,Argentina
15787,Unknown,Argentina
15788,Revolutionary Armed Forces of Colombia (FARC),Colombia
15789,Unknown,Colombia
15790,Unknown,Colombia
15791,Revolutionary Armed Forces of Colombia (FARC),Colombia
15792,Unknown,Colombia
15793,Unknown,Colombia
15794,Unknown,Colombia
15795,Unknown,Colombia
15796,Revolutionary Armed Forces of Colombia (FARC),Venezuela
15797,Unknown,Colombia
15798,National Liberation Army of Colombia (ELN),Colombia
15799,National Liberation Army of Colombia (ELN),Colombia
15800,Unknown,Colombia
15801,National Liberation Army of Colombia (ELN),Colombia
15802,National Liberation Army of Colombia (ELN),Colombia
15803,National Liberation Army of Colombia (ELN),Colombia
15804,Paramilitaries,Colombia
15805,Revolutionary Armed Forces of Colombia (FARC),Colombia
15806,National Liberation Army of Colombia (ELN),Colombia
15807,Paramilitaries,Colombia
15808,Unknown,Colombia
15809,Separatists,French Guiana
15810,Unknown,Colombia
15811,Unknown,Colombia
15812,Revolutionary Armed Forces of Colombia (FARC),Colombia
15813,Unknown,Colombia
15814,Unknown,Brazil
15815,National Liberation Army of Colombia (ELN),Colombia
15816,Unknown,Colombia
15817,National Liberation Army of Colombia (ELN),Colombia
15818,Revolutionary Armed Forces of Colombia (FARC),Colombia
15819,Revolutionary Armed Forces of Colombia (FARC),Colombia
15820,Tupac Amaru Revolutionary Movement (MRTA),Peru
15821,Unknown,Colombia
15822,Unknown,Colombia
15823,Revolutionary Armed Forces of Colombia (FARC),Colombia
15824,Revolutionary Armed Forces of Colombia (FARC),Colombia
15825,Unknown,Colombia
15826,Revolutionary Armed Forces of Colombia (FARC),Colombia
15827,Unknown,Colombia
15828,Paramilitaries,Colombia
15829,Unknown,Colombia
15830,Revolutionary Armed Forces of Colombia (FARC),Colombia
15831,Unknown,Colombia
15832,Unknown,Colombia
15833,Unknown,Colombia
15834,Shining Path (SL),Peru
15835,Revolutionary Armed Forces of Colombia (FARC),Venezuela
15836,Revolutionary Armed Forces of Colombia (FARC),Colombia
15837,National Liberation Army of Colombia (ELN),Colombia
15838,Unknown,Colombia
15839,Revolutionary Armed Forces of Colombia (FARC),Colombia
15840,National Liberation Army of Colombia (ELN),Colombia
15841,Unknown,Colombia
15842,Unknown,Colombia
15843,Unknown,Colombia
15844,Unknown,Colombia
15845,Unknown,Colombia
15846,Landless Peasants' Movement (MST),Brazil
